sale_id,customer_id,sauce_id,quantity_sold,unit_price,sale_date
S000581,C018,SC043,30,8.99,2024-05-01
S000582,C007,SC017,107,5.84,2024-05-01
S000583,C012,SC031,199,6.29,2024-05-01
S000584,C013,SC036,224,8.49,2024-05-01
S000585,C013,SC036,258,8.49,2024-05-01
S000586,C010,SC011,56,6.64,2024-05-01
S000587,C013,SC031,226,5.94,2024-05-02
S000588,C002,SC043,53,8.54,2024-05-02
S000589,C009,SC026,109,4.49,2024-05-02
S000590,C012,SC006,238,6.79,2024-05-02
S000591,C017,SC012,102,6.29,2024-05-02
S000592,C005,SC012,36,6.99,2024-05-02
S000593,C016,SC050,64,11.39,2024-05-02
S000594,C011,SC018,293,7.64,2024-05-02
S000595,C002,SC018,55,8.54,2024-05-03
S000596,C020,SC036,138,8.99,2024-05-03
S000597,C014,SC023,60,9.97,2024-05-03
S000598,C020,SC018,118,8.09,2024-05-03
S000599,C008,SC002,135,8.54,2024-05-04
S000600,C015,SC001,64,8.54,2024-05-05
S000601,C017,SC001,77,8.54,2024-05-06
S000602,C007,SC031,79,6.64,2024-05-06
S000603,C008,SC026,99,4.74,2024-05-06
S000604,C003,SC006,134,7.19,2024-05-06
S000605,C005,SC031,56,6.64,2024-05-06
S000606,C009,SC006,143,7.19,2024-05-06
S000607,C009,SC031,100,6.64,2024-05-07
S000608,C010,SC032,156,6.74,2024-05-07
S000609,C008,SC001,156,8.09,2024-05-07
S000610,C017,SC014,95,8.54,2024-05-07
S000611,C018,SC043,40,8.99,2024-05-07
S000612,C017,SC011,54,6.64,2024-05-07
S000613,C002,SC003,54,10.44,2024-05-08
S000614,C002,SC001,94,8.54,2024-05-08
S000615,C008,SC036,104,8.99,2024-05-08
S000616,C009,SC006,70,7.59,2024-05-08
S000617,C013,SC026,216,4.24,2024-05-08
S000618,C019,SC050,28,11.99,2024-05-08
S000619,C017,SC012,44,6.99,2024-05-08
S000620,C019,SC050,39,11.99,2024-05-09
S000621,C009,SC031,120,6.29,2024-05-09
S000622,C002,SC036,141,8.99,2024-05-09
S000623,C005,SC035,32,7.49,2024-05-09
S000624,C008,SC011,87,6.64,2024-05-09
S000625,C016,SC050,79,11.39,2024-05-09
S000626,C004,SC011,83,6.64,2024-05-09
S000627,C019,SC036,17,9.99,2024-05-10
S000628,C013,SC006,157,7.19,2024-05-10
S000629,C017,SC013,59,7.12,2024-05-10
S000630,C005,SC001,109,8.09,2024-05-10
S000631,C020,SC046,228,8.49,2024-05-10
S000632,C011,SC037,204,8.92,2024-05-10
S000633,C017,SC001,53,8.54,2024-05-10
S000634,C006,SC002,59,9.02,2024-05-10
S000635,C009,SC031,180,6.29,2024-05-11
S000636,C017,SC013,68,7.12,2024-05-12
S000637,C011,SC006,257,6.79,2024-05-12
S000638,C019,SC021,22,11.49,2024-05-13
S000639,C009,SC032,97,7.12,2024-05-13
S000640,C014,SC017,57,6.17,2024-05-13
S000641,C002,SC016,43,7.49,2024-05-14
S000642,C012,SC027,109,4.94,2024-05-14
S000643,C008,SC017,148,5.84,2024-05-14
S000644,C015,SC011,58,6.64,2024-05-14
S000645,C002,SC001,114,8.09,2024-05-15
S000646,C010,SC001,135,8.09,2024-05-15
S000647,C001,SC049,39,7.99,2024-05-15
S000648,C020,SC017,184,5.84,2024-05-15
S000649,C017,SC014,83,8.54,2024-05-15
S000650,C019,SC025,16,9.99,2024-05-15
S000651,C005,SC032,81,7.12,2024-05-16
S000652,C005,SC006,63,7.59,2024-05-16
S000653,C012,SC032,109,6.74,2024-05-16
S000654,C016,SC023,24,10.49,2024-05-16
S000655,C017,SC006,134,7.19,2024-05-17
S000656,C013,SC001,163,8.09,2024-05-17
S000657,C015,SC017,57,6.17,2024-05-17
S000658,C019,SC036,45,9.99,2024-05-18
S000659,C012,SC036,111,8.99,2024-05-18
S000660,C003,SC033,87,6.17,2024-05-19
S000661,C001,SC024,63,12.82,2024-05-20
S000662,C004,SC026,63,4.74,2024-05-20
S000663,C011,SC006,180,7.19,2024-05-20
S000664,C013,SC031,237,5.94,2024-05-21
S000665,C019,SC004,17,12.49,2024-05-21
S000666,C001,SC004,145,11.24,2024-05-21
S000667,C005,SC012,55,6.64,2024-05-21
S000668,C017,SC015,99,7.59,2024-05-21
S000669,C008,SC006,168,7.19,2024-05-22
S000670,C017,SC015,35,7.99,2024-05-22
S000671,C014,SC011,22,6.99,2024-05-22
S000672,C015,SC043,23,8.99,2024-05-23
S000673,C008,SC017,54,6.17,2024-05-23
S000674,C013,SC001,229,7.64,2024-05-23
S000675,C010,SC026,149,4.49,2024-05-24
S000676,C018,SC004,38,12.49,2024-05-24
S000677,C015,SC021,86,10.92,2024-05-24
S000678,C007,SC006,199,7.19,2024-05-24
S000679,C012,SC036,218,8.49,2024-05-24
S000680,C003,SC027,144,4.94,2024-05-24
S000681,C002,SC026,119,4.49,2024-05-24
S000682,C016,SC049,34,7.99,2024-05-24
S000683,C019,SC050,28,11.99,2024-05-25
S000684,C011,SC026,276,4.24,2024-05-25
S000685,C008,SC006,192,7.19,2024-05-25
S000686,C005,SC006,116,7.19,2024-05-25
S000687,C020,SC017,224,5.52,2024-05-26
S000688,C009,SC006,194,7.19,2024-05-26
S000689,C003,SC026,37,4.99,2024-05-27
S000690,C017,SC013,112,6.74,2024-05-27
S000691,C015,SC017,40,6.49,2024-05-27
S000692,C013,SC001,237,7.64,2024-05-27
S000693,C007,SC026,190,4.49,2024-05-27
S000694,C017,SC015,31,7.99,2024-05-28
S000695,C010,SC026,132,4.49,2024-05-28
S000696,C007,SC017,130,5.84,2024-05-28
S000697,C014,SC011,25,6.99,2024-05-28
S000698,C016,SC024,53,12.82,2024-05-29
S000699,C010,SC036,142,8.99,2024-05-29
S000700,C005,SC026,127,4.49,2024-05-29
S000701,C018,SC024,23,13.49,2024-05-29
S000702,C017,SC026,116,4.49,2024-05-29
S000703,C006,SC006,139,7.19,2024-05-30
S000704,C018,SC021,11,11.49,2024-05-30
S000705,C008,SC007,56,8.07,2024-05-30
S000706,C015,SC011,71,6.64,2024-05-31
S000707,C008,SC002,144,8.54,2024-05-31
S000708,C019,SC036,31,9.99,2024-05-31
S000709,C012,SC031,143,6.29,2024-05-31
S000710,C002,SC016,107,6.74,2024-05-31
S000711,C005,SC006,140,7.19,2024-05-31
S000712,C017,SC026,142,4.49,2024-05-31
S000713,C009,SC036,177,8.99,2024-06-01
S000714,C006,SC006,121,7.19,2024-06-01
S000715,C013,SC001,143,8.09,2024-06-02
S000716,C003,SC033,145,5.84,2024-06-02
S000717,C003,SC033,80,6.17,2024-06-02
S000718,C017,SC013,90,7.12,2024-06-03
S000719,C009,SC036,154,8.99,2024-06-03
S000720,C020,SC046,97,9.49,2024-06-03
S000721,C019,SC036,36,9.99,2024-06-03
S000722,C013,SC026,216,4.24,2024-06-03
S000723,C014,SC023,58,9.97,2024-06-03
S000724,C014,SC001,69,8.54,2024-06-03
S000725,C009,SC001,98,8.54,2024-06-04
S000726,C015,SC001,70,8.54,2024-06-04
S000727,C003,SC026,56,4.74,2024-06-04
S000728,C012,SC001,282,7.64,2024-06-04
S000729,C012,SC001,227,7.64,2024-06-04
S000730,C009,SC026,136,4.49,2024-06-04
S000731,C014,SC001,56,8.54,2024-06-04
S000732,C012,SC026,178,4.49,2024-06-04
S000733,C003,SC006,39,7.99,2024-06-05
S000734,C002,SC031,59,6.64,2024-06-05
S000735,C002,SC011,93,6.64,2024-06-05
S000736,C002,SC036,116,8.99,2024-06-05
S000737,C017,SC026,143,4.49,2024-06-05
S000738,C013,SC006,282,6.79,2024-06-05
S000739,C001,SC023,53,9.97,2024-06-05
S000740,C005,SC032,40,7.49,2024-06-06
S000741,C012,SC031,253,5.94,2024-06-06
S000742,C001,SC049,89,7.59,2024-06-06
S000743,C006,SC036,192,8.99,2024-06-06
S000744,C018,SC025,42,9.99,2024-06-06
S000745,C016,SC024,67,12.82,2024-06-07
S000746,C020,SC046,177,8.99,2024-06-07
S000747,C004,SC001,97,8.54,2024-06-07
S000748,C011,SC037,242,8.92,2024-06-07
S000749,C017,SC014,44,8.99,2024-06-07
S000750,C002,SC011,83,6.64,2024-06-07
S000751,C003,SC028,73,3.79,2024-06-08
S000752,C003,SC026,110,4.49,2024-06-08
S000753,C003,SC032,142,6.74,2024-06-08
S000754,C016,SC036,99,9.49,2024-06-09
S000755,C002,SC003,63,10.44,2024-06-09
S000756,C017,SC012,98,6.64,2024-06-09
S000757,C017,SC012,106,6.29,2024-06-09
S000758,C005,SC026,43,4.99,2024-06-10
S000759,C002,SC036,140,8.99,2024-06-10
S000760,C008,SC011,142,6.29,2024-06-10
S000761,C005,SC006,123,7.19,2024-06-10
S000762,C016,SC024,38,13.49,2024-06-10
S000763,C018,SC043,48,8.99,2024-06-10
S000764,C005,SC032,40,7.49,2024-06-10
S000765,C012,SC032,161,6.74,2024-06-10
S000766,C002,SC043,66,8.54,2024-06-11
S000767,C016,SC004,99,11.87,2024-06-11
S000768,C006,SC005,66,11.39,2024-06-11
S000769,C010,SC012,69,6.64,2024-06-11
S000770,C004,SC006,101,7.19,2024-06-11
S000771,C006,SC006,87,7.59,2024-06-11
S000772,C015,SC036,85,9.49,2024-06-12
S000773,C013,SC036,200,8.99,2024-06-12
S000774,C005,SC011,150,6.29,2024-06-12
S000775,C016,SC021,26,11.49,2024-06-12
S000776,C020,SC016,97,7.12,2024-06-12
S000777,C019,SC050,32,11.99,2024-06-13
S000778,C010,SC001,106,8.09,2024-06-13
S000779,C013,SC031,248,5.94,2024-06-13
S000780,C011,SC018,211,7.64,2024-06-13
S000781,C013,SC026,192,4.49,2024-06-13
S000782,C017,SC006,51,7.59,2024-06-14
S000783,C006,SC037,138,9.44,2024-06-14
S000784,C014,SC046,45,9.99,2024-06-14
S000785,C005,SC032,31,7.49,2024-06-14
S000786,C001,SC004,96,11.87,2024-06-14
S000787,C012,SC032,145,6.74,2024-06-15
S000788,C005,SC011,145,6.29,2024-06-15
S000789,C014,SC017,47,6.49,2024-06-16
S000790,C015,SC021,27,11.49,2024-06-17
S000791,C019,SC025,29,9.99,2024-06-17
S000792,C020,SC001,213,7.64,2024-06-17
S000793,C007,SC032,182,6.74,2024-06-17
S000794,C019,SC036,29,9.99,2024-06-17
S000795,C014,SC016,24,7.49,2024-06-17
S000796,C016,SC050,54,11.39,2024-06-17
S000797,C014,SC021,74,10.92,2024-06-18
S000798,C004,SC026,120,4.49,2024-06-18
S000799,C001,SC021,44,11.49,2024-06-18
S000800,C014,SC021,30,11.49,2024-06-18
S000801,C015,SC036,27,9.99,2024-06-18
S000802,C019,SC024,11,13.49,2024-06-19
S000803,C008,SC007,186,7.64,2024-06-19
S000804,C009,SC001,167,8.09,2024-06-19
S000805,C008,SC036,53,9.49,2024-06-19
S000806,C018,SC021,43,11.49,2024-06-19
S000807,C020,SC017,113,5.84,2024-06-19
S000808,C012,SC026,158,4.49,2024-06-20
S000809,C003,SC001,65,8.54,2024-06-20
S000810,C006,SC006,57,7.59,2024-06-20
S000811,C016,SC049,59,7.59,2024-06-20
S000812,C008,SC002,68,9.02,2024-06-20
S000813,C020,SC002,241,8.07,2024-06-20
S000814,C008,SC001,110,8.09,2024-06-21
S000815,C018,SC024,40,13.49,2024-06-21
S000816,C008,SC011,137,6.29,2024-06-21
S000817,C019,SC036,17,9.99,2024-06-21
S000818,C020,SC004,125,11.24,2024-06-21
S000819,C007,SC017,53,6.17,2024-06-21
S000820,C017,SC012,104,6.29,2024-06-21
S000821,C016,SC050,66,11.39,2024-06-22
S000822,C002,SC003,40,10.99,2024-06-22
S000823,C011,SC018,136,8.09,2024-06-22
S000824,C007,SC031,91,6.64,2024-06-23
S000825,C015,SC017,27,6.49,2024-06-23
S000826,C018,SC049,48,7.99,2024-06-23
S000827,C002,SC031,143,6.29,2024-06-23
S000828,C011,SC017,191,5.84,2024-06-24
S000829,C009,SC032,120,6.74,2024-06-24
S000830,C008,SC006,125,7.19,2024-06-24
S000831,C009,SC006,96,7.59,2024-06-25
S000832,C006,SC001,150,8.09,2024-06-25
S000833,C017,SC014,142,8.09,2024-06-25
S000834,C011,SC001,263,7.64,2024-06-25
S000835,C005,SC001,73,8.54,2024-06-25
S000836,C006,SC001,87,8.54,2024-06-25
S000837,C013,SC026,228,4.24,2024-06-25
S000838,C014,SC023,27,10.49,2024-06-26
S000839,C016,SC036,97,9.49,2024-06-26
S000840,C017,SC013,98,7.12,2024-06-26
S000841,C004,SC017,115,5.84,2024-06-26
S000842,C006,SC037,197,9.44,2024-06-26
S000843,C015,SC043,59,8.54,2024-06-27
S000844,C007,SC032,84,7.12,2024-06-27
S000845,C018,SC004,18,12.49,2024-06-27
S000846,C001,SC023,101,9.44,2024-06-28
S000847,C020,SC018,123,8.09,2024-06-28
S000848,C002,SC031,49,6.99,2024-06-28
S000849,C017,SC006,41,7.99,2024-06-28
S000850,C007,SC017,65,6.17,2024-06-28
S000851,C013,SC031,139,6.29,2024-06-28
S000852,C014,SC023,50,10.49,2024-06-28
S000853,C018,SC024,17,13.49,2024-06-29
S000854,C012,SC036,108,8.99,2024-06-29
S000855,C012,SC026,251,4.24,2024-06-30
S000856,C002,SC016,47,7.49,2024-06-30
S000857,C001,SC021,79,10.92,2024-07-01
S000858,C016,SC021,57,10.92,2024-07-01
S000859,C011,SC036,282,8.49,2024-07-01
S000860,C014,SC016,23,7.49,2024-07-01
S000861,C008,SC002,51,9.02,2024-07-02
S000862,C012,SC032,239,6.37,2024-07-02
S000863,C004,SC001,97,8.54,2024-07-02
S000864,C004,SC031,115,6.29,2024-07-02
S000865,C010,SC001,198,8.09,2024-07-02
S000866,C002,SC018,47,8.99,2024-07-02
S000867,C004,SC011,91,6.64,2024-07-03
S000868,C019,SC025,41,9.99,2024-07-03
S000869,C006,SC003,192,9.89,2024-07-03
S000870,C013,SC031,177,6.29,2024-07-03
S000871,C012,SC031,200,6.29,2024-07-03
S000872,C012,SC026,289,4.24,2024-07-03
S000873,C019,SC021,13,11.49,2024-07-03
S000874,C011,SC018,142,8.09,2024-07-03
S000875,C003,SC033,79,6.17,2024-07-04
S000876,C003,SC032,40,7.49,2024-07-04
S000877,C006,SC036,122,8.99,2024-07-04
S000878,C003,SC032,69,7.12,2024-07-04
S000879,C017,SC011,133,6.29,2024-07-04
S000880,C011,SC006,261,6.79,2024-07-04
S000881,C012,SC027,138,4.94,2024-07-05
S000882,C004,SC011,82,6.64,2024-07-05
S000883,C019,SC025,33,9.99,2024-07-05
S000884,C002,SC018,117,8.09,2024-07-05
S000885,C018,SC049,48,7.99,2024-07-06
S000886,C020,SC004,220,10.62,2024-07-07
S000887,C016,SC050,97,11.39,2024-07-07
S000888,C008,SC036,70,9.49,2024-07-07
S000889,C011,SC017,121,5.84,2024-07-07
S000890,C004,SC011,64,6.64,2024-07-08
S000891,C008,SC011,105,6.29,2024-07-08
S000892,C008,SC026,61,4.74,2024-07-08
S000893,C019,SC036,23,9.99,2024-07-08
S000894,C006,SC003,131,9.89,2024-07-08
S000895,C013,SC031,277,5.94,2024-07-09
S000896,C005,SC026,58,4.74,2024-07-09
S000897,C001,SC004,70,11.87,2024-07-10
S000898,C002,SC011,31,6.99,2024-07-10
S000899,C008,SC001,199,8.09,2024-07-10
S000900,C017,SC015,101,7.19,2024-07-10
S000901,C010,SC032,190,6.74,2024-07-10
S000902,C012,SC036,179,8.99,2024-07-10
S000903,C001,SC036,119,8.99,2024-07-10
S000904,C003,SC028,31,3.99,2024-07-10
S000905,C004,SC017,96,6.17,2024-07-11
S000906,C020,SC016,116,6.74,2024-07-11
S000907,C005,SC031,144,6.29,2024-07-11
S000908,C020,SC043,144,8.09,2024-07-11
S000909,C001,SC025,129,8.99,2024-07-11
S000910,C009,SC036,53,9.49,2024-07-12
S000911,C020,SC004,123,11.24,2024-07-12
S000912,C004,SC026,85,4.74,2024-07-12
S000913,C005,SC035,98,7.12,2024-07-12
S000914,C004,SC031,105,6.29,2024-07-12
S000915,C020,SC001,168,8.09,2024-07-12
S000916,C016,SC024,80,12.82,2024-07-12
S000917,C009,SC031,159,6.29,2024-07-12
S000918,C019,SC037,34,10.49,2024-07-13
S000919,C019,SC037,15,10.49,2024-07-14
S000920,C008,SC007,132,7.64,2024-07-14
S000921,C018,SC004,19,12.49,2024-07-14
S000922,C012,SC031,284,5.94,2024-07-14
S000923,C005,SC001,121,8.09,2024-07-15
S000924,C003,SC033,113,5.84,2024-07-15
S000925,C015,SC043,85,8.54,2024-07-15
S000926,C018,SC004,38,12.49,2024-07-15
S000927,C019,SC025,32,9.99,2024-07-15
S000928,C016,SC049,66,7.59,2024-07-15
S000929,C007,SC043,144,8.09,2024-07-15
S000930,C008,SC036,92,9.49,2024-07-15
S000931,C018,SC023,39,10.49,2024-07-16
S000932,C002,SC016,117,6.74,2024-07-16
S000933,C020,SC017,91,6.17,2024-07-16
S000934,C007,SC017,135,5.84,2024-07-17
S000935,C015,SC017,62,6.17,2024-07-17
S000936,C018,SC024,25,13.49,2024-07-17
S000937,C013,SC031,241,5.94,2024-07-17
S000938,C018,SC023,41,10.49,2024-07-17
S000939,C005,SC032,35,7.49,2024-07-17
S000940,C002,SC003,94,10.44,2024-07-18
S000941,C013,SC026,254,4.24,2024-07-18
S000942,C018,SC024,31,13.49,2024-07-18
S000943,C004,SC031,71,6.64,2024-07-18
S000944,C012,SC026,263,4.24,2024-07-18
S000945,C005,SC026,67,4.74,2024-07-18
S000946,C010,SC011,159,6.29,2024-07-18
S000947,C005,SC012,66,6.64,2024-07-18
S000948,C007,SC026,147,4.49,2024-07-19
S000949,C016,SC023,94,9.97,2024-07-19
S000950,C015,SC043,64,8.54,2024-07-19
S000951,C019,SC004,19,12.49,2024-07-20
S000952,C003,SC033,35,6.49,2024-07-20
S000953,C020,SC002,159,8.54,2024-07-21
S000954,C006,SC006,79,7.59,2024-07-22
S000955,C015,SC043,88,8.54,2024-07-22
S000956,C007,SC032,182,6.74,2024-07-22
S000957,C020,SC046,164,8.99,2024-07-22
S000958,C002,SC016,50,7.49,2024-07-23
S000959,C006,SC037,181,9.44,2024-07-23
S000960,C009,SC006,188,7.19,2024-07-23
S000961,C008,SC017,61,6.17,2024-07-23
S000962,C010,SC006,158,7.19,2024-07-23
S000963,C001,SC050,60,11.39,2024-07-23
S000964,C016,SC036,21,9.99,2024-07-23
S000965,C008,SC036,91,9.49,2024-07-23
S000966,C001,SC049,129,7.19,2024-07-24
S000967,C006,SC003,199,9.89,2024-07-24
S000968,C008,SC036,199,8.99,2024-07-24
S000969,C009,SC001,150,8.09,2024-07-24
S000970,C005,SC011,58,6.64,2024-07-24
S000971,C010,SC001,139,8.09,2024-07-24
S000972,C020,SC018,244,7.64,2024-07-24
S000973,C005,SC012,100,6.64,2024-07-25
S000974,C013,SC006,248,6.79,2024-07-25
S000975,C011,SC031,207,5.94,2024-07-25
S000976,C011,SC026,257,4.24,2024-07-25
S000977,C004,SC011,106,6.29,2024-07-25
S000978,C007,SC032,61,7.12,2024-07-25
S000979,C005,SC006,149,7.19,2024-07-25
S000980,C001,SC004,80,11.87,2024-07-26
S000981,C018,SC023,35,10.49,2024-07-26
S000982,C017,SC011,84,6.64,2024-07-26
S000983,C003,SC031,49,6.99,2024-07-27
S000984,C006,SC036,158,8.99,2024-07-27
S000985,C003,SC028,56,3.79,2024-07-27
S000986,C012,SC027,240,4.67,2024-07-28
S000987,C006,SC032,123,6.74,2024-07-28
S000988,C020,SC002,215,8.07,2024-07-28
S000989,C004,SC006,95,7.59,2024-07-29
S000990,C004,SC031,101,6.29,2024-07-29
S000991,C013,SC026,228,4.24,2024-07-29
S000992,C006,SC006,131,7.19,2024-07-29
S000993,C004,SC006,97,7.59,2024-07-30
S000994,C017,SC012,114,6.29,2024-07-30
S000995,C020,SC011,101,6.29,2024-07-30
S000996,C004,SC026,90,4.74,2024-07-30
S000997,C002,SC026,91,4.74,2024-07-30
S000998,C002,SC003,57,10.44,2024-07-30
S000999,C020,SC001,217,7.64,2024-07-31
S001000,C018,SC004,15,12.49,2024-07-31
S001001,C008,SC036,176,8.99,2024-07-31
S001002,C011,SC037,132,9.44,2024-07-31
S001003,C007,SC026,92,4.74,2024-07-31
S001004,C003,SC026,86,4.74,2024-07-31
S001005,C013,SC006,121,7.19,2024-07-31
S001006,C018,SC050,42,11.99,2024-08-01
S001007,C017,SC026,78,4.74,2024-08-01
S001008,C008,SC036,72,9.49,2024-08-01
S001009,C012,SC031,268,5.94,2024-08-01
S001010,C017,SC012,99,6.64,2024-08-01
S001011,C007,SC037,73,9.97,2024-08-01
S001012,C001,SC025,108,8.99,2024-08-02
S001013,C002,SC011,139,6.29,2024-08-02
S001014,C012,SC031,297,5.94,2024-08-02
S001015,C011,SC001,183,8.09,2024-08-02
S001016,C013,SC006,258,6.79,2024-08-02
S001017,C016,SC004,23,12.49,2024-08-02
S001018,C003,SC027,134,4.94,2024-08-02
S001019,C007,SC031,101,6.29,2024-08-02
S001020,C004,SC001,59,8.54,2024-08-03
S001021,C013,SC031,173,6.29,2024-08-04
S001022,C018,SC023,33,10.49,2024-08-05
S001023,C004,SC031,88,6.64,2024-08-05
S001024,C007,SC017,164,5.84,2024-08-05
S001025,C007,SC031,76,6.64,2024-08-05
S001026,C002,SC016,114,6.74,2024-08-05
S001027,C012,SC031,280,5.94,2024-08-05
S001028,C019,SC025,13,9.99,2024-08-06
S001029,C007,SC017,85,6.17,2024-08-06
S001030,C016,SC036,100,9.49,2024-08-06
S001031,C017,SC006,148,7.19,2024-08-06
S001032,C002,SC043,41,8.99,2024-08-06
S001033,C013,SC031,145,6.29,2024-08-07
S001034,C015,SC021,40,11.49,2024-08-07
S001035,C015,SC001,23,8.99,2024-08-07
S001036,C005,SC012,126,6.29,2024-08-08
S001037,C006,SC037,196,9.44,2024-08-08
S001038,C014,SC004,65,11.87,2024-08-08
S001039,C011,SC006,115,7.19,2024-08-08
S001040,C018,SC021,37,11.49,2024-08-08
S001041,C008,SC017,98,6.17,2024-08-08
S001042,C018,SC049,16,7.99,2024-08-08
S001043,C017,SC015,58,7.59,2024-08-08
S001044,C017,SC014,147,8.09,2024-08-09
S001045,C010,SC026,79,4.74,2024-08-09
S001046,C017,SC006,63,7.59,2024-08-09
S001047,C002,SC003,112,9.89,2024-08-10
S001048,C019,SC025,22,9.99,2024-08-10
S001049,C004,SC017,125,5.84,2024-08-11
S001050,C005,SC012,101,6.29,2024-08-11
S001051,C010,SC036,58,9.49,2024-08-12
S001052,C015,SC011,41,6.99,2024-08-12
S001053,C003,SC031,57,6.64,2024-08-12
S001054,C013,SC026,115,4.49,2024-08-12
S001055,C001,SC025,35,9.99,2024-08-13
S001056,C001,SC049,58,7.59,2024-08-13
S001057,C010,SC012,90,6.64,2024-08-13
S001058,C003,SC006,104,7.19,2024-08-13
S001059,C004,SC026,42,4.99,2024-08-13
S001060,C012,SC026,168,4.49,2024-08-13
S001061,C007,SC043,105,8.09,2024-08-14
S001062,C016,SC025,6,9.99,2024-08-14
S001063,C001,SC004,138,11.24,2024-08-14
S001064,C009,SC006,141,7.19,2024-08-14
S001065,C012,SC006,158,7.19,2024-08-14
S001066,C014,SC023,23,10.49,2024-08-15
S001067,C010,SC006,69,7.59,2024-08-15
S001068,C008,SC011,195,6.29,2024-08-15
S001069,C003,SC027,124,4.94,2024-08-15
S001070,C019,SC036,37,9.99,2024-08-15
S001071,C010,SC026,84,4.74,2024-08-15
S001072,C015,SC017,86,6.17,2024-08-16
S001073,C009,SC001,98,8.54,2024-08-16
S001074,C014,SC001,42,8.99,2024-08-16
S001075,C009,SC032,58,7.12,2024-08-16
S001076,C006,SC006,99,7.59,2024-08-16
S001077,C003,SC026,135,4.49,2024-08-16
S001078,C005,SC001,122,8.09,2024-08-17
S001079,C003,SC031,59,6.64,2024-08-17
S001080,C009,SC006,148,7.19,2024-08-18
S001081,C006,SC032,98,7.12,2024-08-19
S001082,C013,SC036,144,8.99,2024-08-19
S001083,C008,SC011,135,6.29,2024-08-19
S001084,C002,SC026,40,4.99,2024-08-19
S001085,C003,SC033,95,6.17,2024-08-19
S001086,C020,SC036,239,8.49,2024-08-20
S001087,C019,SC021,43,11.49,2024-08-20
S001088,C007,SC032,157,6.74,2024-08-20
S001089,C013,SC006,280,6.79,2024-08-20
S001090,C018,SC004,35,12.49,2024-08-20
S001091,C011,SC001,263,7.64,2024-08-20
S001092,C020,SC046,108,8.99,2024-08-20
S001093,C013,SC001,151,8.09,2024-08-21
S001094,C014,SC011,71,6.64,2024-08-21
S001095,C013,SC031,210,5.94,2024-08-21
S001096,C010,SC006,81,7.59,2024-08-21
S001097,C006,SC037,173,9.44,2024-08-21
S001098,C015,SC036,92,9.49,2024-08-21
S001099,C016,SC023,93,9.97,2024-08-22
S001100,C012,SC031,136,6.29,2024-08-22
S001101,C013,SC001,154,8.09,2024-08-22
S001102,C014,SC004,40,12.49,2024-08-22
S001103,C018,SC049,44,7.99,2024-08-22
S001104,C017,SC014,145,8.09,2024-08-22
S001105,C004,SC026,68,4.74,2024-08-22
S001106,C017,SC001,99,8.54,2024-08-22
S001107,C007,SC036,126,8.99,2024-08-23
S001108,C017,SC026,88,4.74,2024-08-23
S001109,C007,SC036,82,9.49,2024-08-23
S001110,C017,SC001,131,8.09,2024-08-23
S001111,C001,SC001,128,8.09,2024-08-23
S001112,C013,SC006,119,7.19,2024-08-23
S001113,C012,SC006,247,6.79,2024-08-23
S001114,C008,SC026,70,4.74,2024-08-24
S001115,C007,SC043,187,8.09,2024-08-24
S001116,C006,SC036,177,8.99,2024-08-24
S001117,C017,SC006,107,7.19,2024-08-25
S001118,C006,SC037,52,9.97,2024-08-25
S001119,C015,SC001,61,8.54,2024-08-26
S001120,C017,SC006,133,7.19,2024-08-26
S001121,C012,SC006,175,7.19,2024-08-26
S001122,C001,SC036,150,8.99,2024-08-26
S001123,C008,SC026,122,4.49,2024-08-26
S001124,C009,SC026,196,4.49,2024-08-26
S001125,C010,SC036,199,8.99,2024-08-26
S001126,C008,SC026,122,4.49,2024-08-27
S001127,C009,SC036,172,8.99,2024-08-27
S001128,C007,SC043,70,8.54,2024-08-27
S001129,C016,SC004,83,11.87,2024-08-27
S001130,C011,SC031,144,6.29,2024-08-27
S001131,C001,SC050,89,11.39,2024-08-28
S001132,C017,SC012,76,6.64,2024-08-28
S001133,C003,SC032,45,7.49,2024-08-28
S001134,C014,SC023,81,9.97,2024-08-28
S001135,C008,SC006,159,7.19,2024-08-28
S001136,C010,SC001,191,8.09,2024-08-28
S001137,C012,SC032,172,6.74,2024-08-29
S001138,C006,SC002,114,8.54,2024-08-29
S001139,C020,SC004,205,10.62,2024-08-29
S001140,C007,SC017,62,6.17,2024-08-29
S001141,C005,SC012,58,6.64,2024-08-29
S001142,C017,SC001,90,8.54,2024-08-30
S001143,C005,SC006,117,7.19,2024-08-30
S001144,C014,SC036,71,9.49,2024-08-30
S001145,C016,SC021,83,10.92,2024-08-30
S001146,C004,SC002,134,8.54,2024-08-30
S001147,C015,SC011,65,6.64,2024-08-30
S001148,C017,SC014,129,8.09,2024-08-30
S001149,C012,SC001,156,8.09,2024-08-30
S001150,C016,SC004,49,12.49,2024-08-31
S001151,C009,SC006,123,7.19,2024-08-31
S001152,C004,SC011,65,6.64,2024-08-31
S001153,C009,SC036,95,9.49,2024-09-01
S001154,C009,SC031,193,6.29,2024-09-01
S001155,C014,SC017,65,6.17,2024-09-01
S001156,C007,SC001,76,8.54,2024-09-01
S001157,C001,SC024,137,12.14,2024-09-02
S001158,C006,SC037,131,9.44,2024-09-02
S001159,C005,SC011,81,6.64,2024-09-02
S001160,C015,SC011,48,6.99,2024-09-02
S001161,C016,SC050,33,11.99,2024-09-02
